"customer_id","recency_score","frequency_score","monetary_score","rfm_segment","rfm_score"
"14878",4,5,4,"454",13
"15861",4,5,5,"455",14
"13546",4,3,3,"433",10
"13610",4,5,4,"454",13
"15555",4,5,5,"455",14
"15436",4,3,4,"434",11
"17068",4,5,5,"455",14
"14859",4,4,4,"444",12
"14093",4,1,2,"412",7
"16983",4,5,4,"454",13
"18112",4,2,2,"422",8
"17769",4,5,5,"455",14
"13232",4,5,4,"454",13
"15987",4,5,4,"454",13
"16923",4,5,5,"455",14
"13991",4,5,3,"453",12
"15054",4,2,2,"422",8
"15514",4,5,5,"455",14
"15134",4,5,4,"454",13
"14710",4,4,3,"443",11
"14966",4,1,1,"411",6
"16719",4,5,4,"454",13
"13525",4,3,3,"433",10
"12438",4,3,5,"435",12
"17562",4,5,4,"454",13
"15186",4,2,2,"422",8
"13332",4,1,2,"412",7
"17813",4,5,4,"454",13
"12620",4,3,4,"434",11
"16327",4,4,5,"445",13
"13978",4,2,1,"421",7
"18172",4,5,5,"455",14
"17329",4,3,3,"433",10
"16814",4,5,5,"455",14
"12531",4,1,1,"411",6
"13184",4,5,4,"454",13
"17348",4,4,4,"444",12
"13579",4,2,2,"422",8
"14703",4,2,2,"422",8
"15872",4,2,2,"422",8
"13256",4,2,1,"421",7
"13437",4,5,5,"455",14
"17302",4,4,4,"444",12
"17624",4,3,3,"433",10
"15473",4,5,4,"454",13
"13048",4,4,4,"444",12
"12681",4,5,5,"455",14
"14946",4,2,1,"421",7
"17385",4,2,2,"422",8
"13589",4,2,2,"422",8
"15382",4,5,5,"455",14
"13149",4,4,4,"444",12
"14111",4,4,3,"443",11
"16856",4,1,1,"411",6
"15117",4,4,4,"444",12
"15737",4,5,4,"454",13
"17557",4,3,3,"433",10
"13995",4,4,4,"444",12
"15953",4,5,4,"454",13
"17975",4,5,5,"455",14
"14709",4,5,5,"455",14
"17767",4,2,2,"422",8
"14607",4,5,5,"455",14
"17323",4,5,3,"453",12
"16609",4,5,5,"455",14
"16885",4,3,2,"432",9
"16189",4,2,1,"421",7
"16824",4,2,2,"422",8
"15632",4,5,5,"455",14
"15594",4,4,4,"444",12
"15034",4,5,5,"455",14
"17516",4,4,3,"443",11
"12757",4,5,5,"455",14
"12421",4,4,3,"443",11
"15725",4,1,2,"412",7
"17458",4,2,2,"422",8
"15858",4,4,4,"444",12
"12395",4,5,5,"455",14
"14640",4,5,5,"455",14
"14756",4,1,3,"413",8
"16173",4,5,4,"454",13
"12937",4,4,4,"444",12
"13588",4,5,5,"455",14
"15482",4,5,5,"455",14
"17247",4,2,2,"422",8
"16566",4,4,3,"443",11
"13719",4,4,4,"444",12
"15428",4,2,1,"421",7
"12705",4,5,5,"455",14
"15005",4,5,5,"455",14
"16482",4,1,1,"411",6
"17139",4,5,5,"455",14
"12388",4,4,5,"445",13
"13207",4,2,2,"422",8
"16668",4,4,2,"442",10
"16616",4,3,3,"433",10
"14591",4,4,4,"444",12
"17133",4,5,5,"455",14
"16596",4,2,2,"422",8
"14410",4,5,4,"454",13
"14277",4,4,5,"445",13
"17345",4,4,3,"443",11
"17228",4,5,4,"454",13
"16157",4,4,3,"443",11
"18188",4,4,4,"444",12
"15270",4,5,5,"455",14
"13638",4,2,1,"421",7
"15502",4,5,5,"455",14
"14987",4,2,2,"422",8
"13277",4,4,2,"442",10
"17671",4,4,4,"444",12
"14805",4,4,3,"443",11
"14539",4,3,3,"433",10
"18184",4,1,1,"411",6
"14099",4,5,5,"455",14
"15916",4,5,4,"454",13
"17685",4,5,5,"455",14
"13650",4,5,4,"454",13
"14336",4,4,4,"444",12
"16079",4,3,4,"434",11
"12452",4,3,2,"432",9
"14049",4,4,5,"445",13
"14744",4,5,4,"454",13
"14790",4,4,3,"443",11
"14675",4,1,3,"413",8
"14020",4,3,3,"433",10
"14335",4,2,2,"422",8
"15398",4,3,4,"434",11
"16653",4,3,4,"434",11
"13899",4,2,2,"422",8
"15393",4,2,1,"421",7
"15949",4,2,2,"422",8
"13831",4,4,5,"445",13
"13174",4,3,5,"435",12
"16066",4,4,4,"444",12
"13350",4,3,4,"434",11
"17469",4,4,4,"444",12
"17410",4,4,4,"444",12
"18084",4,2,1,"421",7
"15901",4,3,2,"432",9
"16185",4,3,3,"433",10
"17463",4,4,4,"444",12
"16343",4,2,2,"422",8
"17034",4,4,3,"443",11
"17725",4,5,5,"455",14
"12619",4,5,5,"455",14
"13742",4,5,5,"455",14
"15727",4,5,5,"455",14
"12557",4,4,5,"445",13
"14581",4,1,1,"411",6
"15253",4,4,3,"443",11
"13018",4,5,5,"455",14
"16660",4,4,4,"444",12
"17010",4,2,1,"421",7
"14334",4,5,5,"455",14
"17809",4,5,5,"455",14
"16020",4,3,3,"433",10
"16670",4,5,5,"455",14
"15743",4,4,3,"443",11
"13502",4,3,2,"432",9
"13139",4,5,5,"455",14
"17700",4,4,5,"445",13
"17422",4,5,5,"455",14
"13448",4,5,5,"455",14
"17135",4,5,4,"454",13
"16255",4,5,5,"455",14
"12948",4,5,4,"454",13
"14912",4,3,3,"433",10
"13986",4,2,2,"422",8
"16655",4,4,5,"445",13
"17759",4,3,3,"433",10
"14424",4,2,2,"422",8
"16985",4,5,5,"455",14
"15634",4,1,1,"411",6
"14515",4,4,4,"444",12
"17073",4,4,4,"444",12
"17500",4,3,4,"434",11
"18274",4,2,2,"422",8
"17313",4,3,5,"435",12
"13681",4,4,3,"443",11
"15965",4,4,3,"443",11
"17324",4,4,4,"444",12
"16261",4,4,3,"443",11
"16422",4,5,5,"455",14
"15150",4,5,5,"455",14
"13456",4,5,4,"454",13
"18139",4,5,5,"455",14
"17297",4,1,1,"411",6
"12474",4,5,5,"455",14
"16532",4,3,5,"435",12
"15811",4,5,5,"455",14
"16722",4,5,5,"455",14
"17338",4,5,5,"455",14
"12936",4,4,4,"444",12
"13363",4,3,4,"434",11
"12483",4,5,5,"455",14
"15845",4,5,5,"455",14
"15116",4,4,4,"444",12
"15977",4,3,4,"434",11
"17155",4,2,2,"422",8
"16311",4,3,3,"433",10
"17453",4,3,2,"432",9
"17371",4,3,2,"432",9
"15106",4,5,4,"454",13
"13832",4,2,1,"421",7
"16607",4,5,5,"455",14
"14506",4,4,4,"444",12
"16330",4,4,2,"442",10
"12920",4,1,1,"411",6
"15497",4,3,4,"434",11
"13268",4,5,5,"455",14
"17600",4,1,1,"411",6
"16352",4,3,2,"432",9
"17519",4,4,4,"444",12
"13569",4,2,2,"422",8
"18249",4,2,1,"421",7
"13488",4,5,5,"455",14
"15699",4,2,2,"422",8
"16128",4,4,4,"444",12
"13247",4,4,3,"443",11
"15971",4,5,5,"455",14
"13403",4,1,1,"411",6
"17360",4,3,3,"433",10
"12586",4,2,1,"421",7
"13322",4,1,1,"411",6
"13499",4,5,4,"454",13
"14505",4,5,5,"455",14
"13940",4,4,3,"443",11
"12656",4,5,5,"455",14
"14834",4,5,4,"454",13
"14768",4,3,1,"431",8
"16365",4,5,4,"454",13
"16164",4,4,3,"443",11
"16748",4,4,4,"444",12
"14467",4,4,3,"443",11
"16107",4,5,5,"455",14
"16633",4,5,5,"455",14
"14297",4,4,4,"444",12
"17075",4,4,3,"443",11
"14657",4,4,3,"443",11
"12775",4,4,4,"444",12
"15115",4,2,2,"422",8
"16713",4,5,5,"455",14
"12795",4,1,2,"412",7
"14883",4,4,3,"443",11
"17664",4,3,3,"433",10
"14447",4,4,4,"444",12
"16139",4,3,3,"433",10
"13167",4,4,3,"443",11
"17253",4,1,1,"411",6
"14587",4,5,4,"454",13
"15527",4,5,5,"455",14
"14449",4,4,3,"443",11
"14482",4,4,4,"444",12
"13823",4,3,4,"434",11
"17100",4,3,4,"434",11
"13189",4,2,2,"422",8
"15857",4,2,2,"422",8
"12658",4,1,3,"413",8
"12878",4,3,3,"433",10
"17625",4,4,4,"444",12
"12904",4,3,3,"433",10
"14426",4,5,5,"455",14
"15406",4,4,3,"443",11
"17888",4,5,3,"453",12
"13673",4,2,2,"422",8
"18080",4,3,4,"434",11
"13862",4,5,5,"455",14
"16369",4,3,4,"434",11
"15671",4,5,5,"455",14
"17227",4,4,3,"443",11
"15093",4,5,5,"455",14
"14551",4,2,1,"421",7
"16406",4,1,1,"411",6
"12349",4,1,4,"414",9
"13430",4,4,3,"443",11
"16366",4,2,2,"422",8
"15645",4,1,3,"413",8
"12984",4,2,1,"421",7
"15132",4,4,4,"444",12
"15163",4,2,2,"422",8
"15738",4,5,5,"455",14
"13739",4,1,1,"411",6
"14030",4,5,5,"455",14
"12504",4,4,3,"443",11
"14300",4,1,1,"411",6
"15567",4,1,1,"411",6
"15105",4,5,5,"455",14
"15681",4,4,4,"444",12
"15179",4,5,5,"455",14
"13282",4,4,4,"444",12
"13246",4,5,4,"454",13
"17432",4,2,2,"422",8
"14881",4,2,2,"422",8
"14984",4,2,1,"421",7
"14116",4,4,4,"444",12
"18040",4,2,2,"422",8
"16762",4,3,4,"434",11
"15906",4,5,4,"454",13
"16411",4,2,1,"421",7
"15988",4,1,1,"411",6
"14159",4,5,5,"455",14
"17425",4,3,3,"433",10
"17738",4,4,4,"444",12
"17384",4,2,2,"422",8
"12597",4,4,5,"445",13
"18110",4,2,1,"421",7
"13142",4,2,2,"422",8
"12702",4,1,1,"411",6
"14477",4,4,4,"444",12
"15850",4,2,1,"421",7
"16666",4,2,1,"421",7
"15963",4,2,2,"422",8
"13200",4,4,3,"443",11
"12540",4,5,5,"455",14
"13565",4,2,1,"421",7
"16533",4,4,4,"444",12
"16464",4,3,4,"434",11
"17561",4,1,1,"411",6
"16506",4,2,1,"421",7
"14359",4,4,3,"443",11
"16212",4,3,3,"433",10
"14157",4,3,2,"432",9
"14664",4,3,3,"433",10
"16784",4,2,1,"421",7
"16710",4,5,5,"455",14
"17758",4,5,5,"455",14
"17555",4,2,2,"422",8
"15919",4,3,3,"433",10
"15044",4,5,5,"455",14
"15426",4,5,4,"454",13
"13427",4,3,3,"433",10
"14052",4,1,1,"411",6
"13988",4,5,5,"455",14
"15465",4,5,5,"455",14
"12778",4,4,3,"443",11
"14595",4,4,4,"444",12
"14502",4,5,5,"455",14
"17387",4,3,3,"433",10
"16399",4,2,2,"422",8
"15533",4,4,3,"443",11
"13118",4,4,4,"444",12
"14553",4,4,3,"443",11
"18127",4,3,2,"432",9
"12578",4,4,5,"445",13
"16511",4,3,3,"433",10
"12618",4,1,1,"411",6
"17961",4,5,4,"454",13
"17760",4,2,2,"422",8
"14315",4,5,5,"455",14
"13094",4,5,5,"455",14
"16560",4,3,3,"433",10
"17650",4,1,1,"411",6
"13880",4,5,5,"455",14
"14641",4,2,1,"421",7
"17301",4,1,1,"411",6
"14903",4,5,5,"455",14
"13516",4,3,4,"434",11
"14285",4,4,4,"444",12
"13396",4,4,4,"444",12
"14820",4,4,3,"443",11
"17159",4,4,4,"444",12
"17779",4,4,3,"443",11
"18061",4,5,5,"455",14
"16279",4,4,4,"444",12
"17621",4,4,4,"444",12
"12603",4,1,3,"413",8
"15088",4,3,4,"434",11
"14593",4,3,3,"433",10
"15530",4,4,4,"444",12
"12781",4,4,3,"443",11
"12697",4,4,4,"444",12
"16924",4,4,3,"443",11
"14434",4,4,4,"444",12
"15933",4,3,4,"434",11
"16945",4,5,5,"455",14
"14342",4,4,3,"443",11
"13091",4,2,2,"422",8
"17163",4,2,2,"422",8
"12931",4,5,5,"455",14
"12498",4,3,2,"432",9
"17286",4,1,1,"411",6
"16134",4,3,3,"433",10
"16350",4,4,4,"444",12
"15368",4,1,2,"412",7
"12391",4,1,2,"412",7
"18276",4,3,2,"432",9
"13117",4,5,4,"454",13
"12779",4,5,5,"455",14
"16414",4,2,1,"421",7
"14073",4,2,1,"421",7
"14902",4,2,2,"422",8
"13962",4,2,1,"421",7
"17904",4,2,1,"421",7
"16463",4,5,4,"454",13
"15494",4,3,4,"434",11
"13960",4,2,1,"421",7
"13381",4,5,5,"455",14
"14849",4,5,5,"455",14
"13941",4,5,5,"455",14
"18034",4,2,2,"422",8
"13895",4,4,5,"445",13
"12380",4,4,5,"445",13
"12444",4,4,5,"445",13
"14362",4,1,1,"411",6
"16871",4,5,5,"455",14
"15864",4,5,5,"455",14
"12406",4,3,5,"435",12
"15983",4,4,4,"444",12
"15124",4,2,1,"421",7
"16531",4,5,4,"454",13
"15435",4,1,1,"411",6
"13138",4,4,4,"444",12
"17397",4,3,3,"433",10
"15489",4,4,4,"444",12
"15657",4,2,1,"421",7
"15081",4,4,3,"443",11
"12997",4,5,4,"454",13
"17797",4,3,3,"433",10
"17461",4,3,3,"433",10
"16638",4,5,4,"454",13
"16070",4,3,3,"433",10
"12477",4,5,5,"455",14
"16869",4,4,3,"443",11
"17095",4,4,4,"444",12
"15506",4,3,4,"434",11
"12647",4,5,5,"455",14
"16298",4,3,3,"433",10
"14112",4,5,5,"455",14
"14332",4,3,3,"433",10
"12539",4,4,5,"445",13
"15267",4,4,4,"444",12
"12712",4,5,5,"455",14
"12847",4,2,3,"423",9
"16009",4,4,4,"444",12
"14034",4,4,3,"443",11
"14508",4,2,2,"422",8
"17799",4,5,5,"455",14
"12610",4,5,5,"455",14
"15287",4,3,2,"432",9
"16042",4,5,4,"454",13
"13828",4,1,1,"411",6
"15529",4,5,5,"455",14
"13815",4,4,5,"445",13
"17147",4,4,4,"444",12
"13871",4,5,5,"455",14
"17080",4,3,2,"432",9
"17613",4,5,5,"455",14
"16656",4,5,5,"455",14
"13308",4,4,4,"444",12
"16186",4,5,5,"455",14
"12445",4,1,1,"411",6
"18221",4,4,4,"444",12
"17716",4,5,5,"455",14
"17330",4,2,2,"422",8
"12449",4,4,5,"445",13
"13028",4,3,3,"433",10
"17985",4,1,3,"413",8
"12481",4,5,5,"455",14
"13894",4,4,3,"443",11
"12567",4,5,5,"455",14
"13160",4,1,1,"411",6
"13313",4,4,4,"444",12
"12356",4,3,5,"435",12
"14234",4,4,3,"443",11
"14416",4,3,2,"432",9
"16469",4,4,3,"443",11
"13447",4,4,4,"444",12
"14286",4,4,5,"445",13
"13816",4,4,3,"443",11
"18075",4,5,5,"455",14
"15805",4,5,5,"455",14
"15432",4,1,1,"411",6
"13449",4,2,2,"422",8
"12500",4,5,5,"455",14
"17549",4,2,1,"421",7
"17368",4,5,5,"455",14
"14948",4,5,4,"454",13
"16245",4,4,4,"444",12
"18263",4,4,4,"444",12
"18006",4,1,2,"412",7
"17596",4,5,5,"455",14
"13500",4,4,4,"444",12
"15110",4,5,4,"454",13
"17377",4,5,5,"455",14
"15967",4,2,2,"422",8
"16085",4,4,4,"444",12
"13131",4,4,4,"444",12
"14851",4,3,3,"433",10
"13629",4,5,5,"455",14
"16669",4,4,4,"444",12
"12731",4,5,5,"455",14
"12993",4,4,2,"442",10
"18246",4,3,3,"433",10
"16809",4,4,3,"443",11
"13939",4,4,3,"443",11
"14507",4,5,4,"454",13
"17680",4,1,1,"411",6
"14898",4,5,4,"454",13
"16999",4,3,2,"432",9
"15051",4,3,4,"434",11
"12640",4,3,4,"434",11
"17896",4,2,2,"422",8
"16204",4,1,2,"412",7
"15900",4,2,2,"422",8
"14057",4,5,5,"455",14
"13575",4,4,3,"443",11
"15584",4,4,3,"443",11
"16804",4,3,3,"433",10
"14109",4,2,1,"421",7
"16916",4,3,3,"433",10
"12626",4,5,5,"455",14
"13926",4,1,1,"411",6
"16855",4,2,2,"422",8
"17198",4,3,3,"433",10
"16912",4,5,5,"455",14
"12991",4,3,3,"433",10
"16278",4,3,3,"433",10
"15269",4,1,2,"412",7
"16008",4,3,2,"432",9
"12910",4,5,5,"455",14
"13285",4,4,5,"445",13
"12890",4,1,2,"412",7
"15758",4,1,1,"411",6
"14533",4,5,4,"454",13
"15720",4,1,3,"413",8
"13058",4,3,2,"432",9
"17521",4,4,3,"443",11
"13236",4,3,3,"433",10
"12933",4,4,3,"443",11
"13692",4,4,4,"444",12
"14666",4,1,1,"411",6
"15419",4,1,1,"411",6
"15582",4,3,3,"433",10
"18043",4,3,3,"433",10
"18181",4,1,2,"412",7
"18259",4,3,5,"435",12
"17974",4,3,3,"433",10
"14544",4,3,4,"434",11
"13846",4,4,3,"443",11
"13632",4,4,5,"445",13
"12415",4,5,5,"455",14
"18123",4,3,3,"433",10
"17777",4,3,3,"433",10
"17357",4,2,2,"422",8
"14714",4,1,1,"411",6
"17510",4,2,2,"422",8
"16341",4,4,4,"444",12
"17564",4,3,2,"432",9
"13066",4,3,3,"433",10
"12676",4,4,4,"444",12
"14715",4,4,3,"443",11
"14725",4,1,3,"413",8
"13735",4,5,5,"455",14
"17220",4,5,5,"455",14
"15955",4,5,5,"455",14
"15981",4,5,5,"455",14
"13614",4,4,4,"444",12
"15679",4,4,3,"443",11
"17314",4,5,5,"455",14
"16557",4,2,2,"422",8
"17153",4,1,1,"411",6
"15556",4,2,2,"422",8
"12883",4,4,3,"443",11
"13455",4,4,4,"444",12
"15524",4,1,2,"412",7
"16878",4,2,1,"421",7
"14522",4,4,4,"444",12
"16423",4,2,2,"422",8
"16303",4,4,5,"445",13
"15458",4,1,1,"411",6
"12689",4,3,4,"434",11
"16519",4,2,1,"421",7
"16207",4,1,2,"412",7
"15168",4,2,1,"421",7
"16478",4,3,2,"432",9
"17652",4,5,5,"455",14
"15050",4,4,4,"444",12
"18117",4,2,2,"422",8
"15125",4,5,5,"455",14
"14953",4,2,2,"422",8
"17663",4,5,4,"454",13
"14862",4,3,3,"433",10
"17538",4,2,1,"421",7
"16639",4,4,4,"444",12
"12938",4,2,1,"421",7
"13577",4,4,4,"444",12
"16747",4,4,3,"443",11
"15203",4,4,4,"444",12
"15839",4,4,4,"444",12
"15863",4,2,1,"421",7
"15781",4,4,2,"442",10
"15365",4,5,5,"455",14
"18082",4,1,3,"413",8
"15532",4,4,4,"444",12
"12642",4,3,4,"434",11
"14680",4,5,5,"455",14
"16504",4,1,2,"412",7
"16936",4,2,2,"422",8
"12428",4,5,5,"455",14
"12374",4,1,3,"413",8
"15660",4,5,4,"454",13
"14530",4,4,5,"445",13
"13835",4,4,3,"443",11
"14684",4,4,4,"444",12
"17793",4,2,2,"422",8
"14494",4,1,1,"411",6
"18211",4,4,3,"443",11
"15058",4,5,5,"455",14
"17081",4,2,2,"422",8
"15291",4,5,5,"455",14
"13549",4,5,3,"453",12
"17235",4,3,3,"433",10
"17838",4,4,5,"445",13
"14044",4,4,3,"443",11
"17790",4,5,4,"454",13
"13146",4,1,1,"411",6
"12508",4,2,2,"422",8
"13892",4,4,3,"443",11
"16416",4,4,4,"444",12
"13178",4,5,5,"455",14
"17041",4,4,4,"444",12
"15787",4,3,3,"433",10
"14227",4,5,5,"455",14
"12867",4,5,5,"455",14
"13984",4,4,4,"444",12
"14661",4,2,1,"421",7
"13170",4,2,1,"421",7
"17720",4,4,4,"444",12
"13603",4,1,1,"411",6
"13700",4,5,5,"455",14
"13379",4,3,3,"433",10
"12865",4,3,4,"434",11
"16930",4,3,2,"432",9
"15449",4,4,4,"444",12
"14499",4,3,3,"433",10
"16720",4,1,1,"411",6
"17211",4,5,5,"455",14
"16726",4,4,4,"444",12
"15411",4,4,4,"444",12
"15429",4,3,2,"432",9
"14382",4,1,3,"413",8
"13450",4,4,4,"444",12
"17287",4,5,4,"454",13
"14784",4,2,2,"422",8
"15599",4,3,3,"433",10
"13451",4,4,5,"445",13
"14487",4,5,4,"454",13
"14882",4,3,3,"433",10
"18069",4,5,4,"454",13
"16898",4,4,3,"443",11
"16386",4,2,2,"422",8
"18209",4,1,1,"411",6
"17052",4,1,2,"412",7
"13727",4,2,2,"422",8
"12685",4,4,5,"445",13
"12726",4,5,5,"455",14
"14226",4,5,5,"455",14
"16332",4,5,4,"454",13
"14035",4,4,4,"444",12
"15557",4,1,2,"412",7
"17191",4,5,5,"455",14
"16460",4,3,3,"433",10
"17069",4,5,5,"455",14
"12691",4,4,4,"444",12
"13557",4,3,3,"433",10
"16671",4,3,4,"434",11
"13732",4,1,2,"412",7
"12517",4,4,5,"445",13
"18014",4,1,1,"411",6
"17088",4,4,4,"444",12
"17015",4,3,4,"434",11
"13810",4,4,5,"445",13
"17295",4,3,3,"433",10
"17162",4,5,4,"454",13
"15608",4,4,4,"444",12
"12384",4,3,3,"433",10
"16433",4,1,1,"411",6
"12480",4,4,5,"445",13
"17054",4,4,4,"444",12
"17512",4,5,5,"455",14
"15692",4,1,1,"411",6
"12600",4,5,5,"455",14
"14789",4,1,1,"411",6
"14662",4,4,3,"443",11
"12589",4,3,3,"433",10
"15492",4,3,3,"433",10
"18236",4,4,3,"443",11
"12541",4,3,4,"434",11
"16434",4,5,4,"454",13
"17416",4,5,5,"455",14
"13817",4,2,2,"422",8
"18135",4,4,3,"443",11
"12844",4,2,2,"422",8
"13148",4,5,5,"455",14
"14944",4,5,5,"455",14
"16863",4,4,3,"443",11
"17442",4,5,5,"455",14
"17197",4,2,4,"424",10
"12544",4,2,2,"422",8
"12708",4,5,5,"455",14
"17901",4,2,1,"421",7
"16126",4,4,5,"445",13
"16628",4,4,5,"445",13
"15289",4,4,3,"443",11
"17977",4,2,2,"422",8
"17791",4,2,1,"421",7
"14748",4,4,4,"444",12
"17059",4,4,5,"445",13
"17537",4,3,3,"433",10
"15355",4,2,2,"422",8
"16003",4,4,5,"445",13
"16743",4,5,5,"455",14
"15184",4,2,2,"422",8
"16218",4,5,5,"455",14
"15597",4,2,2,"422",8
"14712",4,3,3,"433",10
"15111",4,3,4,"434",11
"12599",4,5,4,"454",13
"15785",4,5,5,"455",14
"16986",4,3,4,"434",11
"13460",4,2,1,"421",7
"16791",4,5,4,"454",13
"13983",4,5,5,"455",14
"18217",4,3,3,"433",10
"14466",4,5,5,"455",14
"15452",4,3,3,"433",10
"17932",4,3,4,"434",11
"16025",4,1,2,"412",7
"12538",4,1,2,"412",7
"16903",4,1,2,"412",7
"17653",4,4,4,"444",12
"18125",4,4,4,"444",12
"15830",4,3,3,"433",10
"15238",4,4,4,"444",12
"13606",4,3,2,"432",9
"12981",4,2,2,"422",8
"12659",4,1,1,"411",6
"14829",4,4,3,"443",11
"12473",4,5,5,"455",14
"14064",4,5,4,"454",13
"17573",4,4,2,"442",10
"16907",4,4,3,"443",11
"14765",4,3,2,"432",9
"15463",4,1,1,"411",6
"14863",4,2,2,"422",8
"17109",4,5,3,"453",12
"12617",4,1,2,"412",7
"13804",4,5,5,"455",14
"15450",4,1,2,"412",7
"13522",4,1,1,"411",6
"16205",4,4,3,"443",11
"13029",4,3,4,"434",11
"17865",4,5,5,"455",14
"12532",4,2,2,"422",8
"17690",4,5,5,"455",14
"16880",4,5,4,"454",13
"14284",4,3,3,"433",10
"13623",4,5,3,"453",12
"14240",4,3,3,"433",10
"16041",4,3,5,"435",12
"16953",4,1,1,"411",6
"13209",4,5,5,"455",14
"16751",4,1,4,"414",9
"15485",4,3,5,"435",12
"17702",4,4,4,"444",12
"17011",4,2,2,"422",8
"13046",4,3,3,"433",10
"16767",4,5,5,"455",14
"15027",4,4,4,"444",12
"14214",4,5,4,"454",13
"14921",4,3,4,"434",11
"13384",4,5,5,"455",14
"16516",4,2,1,"421",7
"12893",4,1,1,"411",6
"12472",4,5,5,"455",14
"15986",4,1,1,"411",6
"14968",4,1,1,"411",6
"14691",4,4,5,"445",13
"16996",4,5,4,"454",13
"14108",4,3,3,"433",10
"17867",4,5,4,"454",13
"12949",4,5,5,"455",14
"15114",4,5,5,"455",14
"13992",4,1,1,"411",6
"17038",4,2,1,"421",7
"12990",4,3,2,"432",9
"17633",4,4,4,"444",12
"16732",4,1,3,"413",8
"15957",4,1,2,"412",7
"15513",4,5,5,"455",14
"15043",4,1,3,"413",8
"18216",4,1,2,"412",7
"13047",4,5,5,"455",14
"16187",4,5,5,"455",14
"13695",4,5,5,"455",14
"13710",4,1,1,"411",6
"15249",4,5,5,"455",14
"17022",4,1,1,"411",6
"16837",4,5,5,"455",14
"15356",4,5,5,"455",14
"17219",4,2,1,"421",7
"15153",4,2,2,"422",8
"16505",4,2,3,"423",9
"14524",4,5,4,"454",13
"14232",4,5,4,"454",13
"13110",4,5,4,"454",13
"13272",4,2,2,"422",8
"14676",4,5,5,"455",14
"12721",4,5,5,"455",14
"18164",4,2,2,"422",8
"17964",4,2,2,"422",8
"17637",4,3,3,"433",10
"16602",4,3,3,"433",10
"15573",4,3,3,"433",10
"15275",4,3,3,"433",10
"15103",4,3,3,"433",10
"14050",4,3,3,"433",10
"16284",4,3,3,"433",10
"18177",4,5,4,"454",13
"12849",4,3,4,"434",11
"15066",4,3,4,"434",11
"13975",3,5,5,"355",13
"13643",3,3,3,"333",9
"13867",3,3,4,"334",10
"16253",3,3,5,"335",11
"13587",3,3,4,"334",10
"12613",3,4,5,"345",12
"17160",3,4,5,"345",12
"15763",3,3,4,"334",10
"16618",3,4,5,"345",12
"17886",3,3,3,"333",9
"13329",3,4,3,"343",10
"17515",3,4,3,"343",10
"17289",3,4,3,"343",10
"14360",3,4,5,"345",12
"15870",3,1,2,"312",6
"12484",3,5,5,"355",13
"13324",3,5,5,"355",13
"16362",3,5,3,"353",11
"17043",3,4,4,"344",11
"16637",3,4,4,"344",11
"17164",3,5,5,"355",13
"16612",3,4,4,"344",11
"13824",3,4,4,"344",11
"16053",3,3,4,"334",10
"18016",3,4,4,"344",11
"14700",3,3,5,"335",11
"18036",3,3,2,"332",8
"13717",3,5,4,"354",12
"14080",3,1,1,"311",5
"14623",3,4,3,"343",10
"16232",3,4,4,"344",11
"15330",3,3,3,"333",9
"17761",3,1,3,"313",7
"17623",3,1,3,"313",7
"14929",3,1,1,"311",5
"15618",3,4,3,"343",10
"14387",3,3,4,"334",10
"17107",3,5,5,"355",13
"13097",3,5,5,"355",13
"15522",3,2,2,"322",7
"12832",3,2,2,"322",7
"17158",3,3,4,"334",10
"15493",3,5,4,"354",12
"13993",3,5,5,"355",13
"12408",3,5,5,"355",13
"15719",3,5,5,"355",13
"17430",3,2,2,"322",7
"18150",3,3,3,"333",9
"16348",3,5,4,"354",12
"13772",3,3,4,"334",10
"13634",3,4,4,"344",11
"17831",3,1,1,"311",5
"15407",3,4,4,"344",11
"16372",3,2,2,"322",7
"12357",3,2,5,"325",10
"16243",3,2,2,"322",7
"13523",3,4,5,"345",12
"14404",3,5,4,"354",12
"13527",3,5,5,"355",13
"16771",3,4,5,"345",12
"17608",3,2,1,"321",6
"17082",3,3,4,"334",10
"13532",3,1,1,"311",5
"15526",3,2,1,"321",6
"12645",3,4,4,"344",11
"15696",3,5,5,"355",13
"15952",3,4,3,"343",10
"18170",3,3,4,"334",10
"12638",3,1,3,"313",7
"15025",3,1,2,"312",6
"16466",3,5,4,"354",12
"16357",3,3,3,"333",9
"12838",3,3,3,"333",9
"14039",3,1,1,"311",5
"15427",3,3,4,"334",10
"13759",3,3,3,"333",9
"13155",3,4,4,"344",11
"15017",3,1,1,"311",5
"14517",3,2,2,"322",7
"16488",3,4,3,"343",10
"16676",3,4,4,"344",11
"14174",3,1,1,"311",5
"16445",3,1,1,"311",5
"14567",3,3,4,"334",10
"15722",3,4,5,"345",12
"14842",3,5,5,"355",13
"16555",3,2,2,"322",7
"16014",3,4,3,"343",10
"16012",3,3,4,"334",10
"12576",3,4,4,"344",11
"15707",3,4,3,"343",10
"17274",3,2,1,"321",6
"14592",3,3,3,"333",9
"16887",3,1,1,"311",5
"17233",3,1,1,"311",5
"15010",3,2,2,"322",7
"13938",3,1,1,"311",5
"15598",3,3,1,"331",7
"12944",3,3,3,"333",9
"18035",3,3,3,"333",9
"17203",3,4,5,"345",12
"12577",3,4,3,"343",10
"13592",3,4,2,"342",9
"16318",3,2,2,"322",7
"14913",3,4,4,"344",11
"14971",3,3,4,"334",10
"17703",3,3,3,"333",9
"15468",3,4,3,"343",10
